ticker,model,pred,real,timestamp,pred_delta,real_delta,pred_inc,real_inc,direction,Predicted,is_earnings_day,is_macro_day,MAE,MSE,RMSE,MAPE,R2,EVS,residual
AMZN,_NaiveModel,249.88999938964844,247.22999572753903,2026-07-17 00:00:00,0.0,-2.6600036621094034,0.0,-0.0106446983416959,False,2026-07-17,False,False,2.66,7.0756,2.66,0.0108,,1.0,2.6600036621094034
ASML,_NaiveModel,1784.8699951171875,1747.5799560546875,2026-07-17 00:00:00,0.0,-37.2900390625,0.0,-0.0208922998114782,False,2026-07-17,False,False,37.29,1390.547,37.29,0.0213,,1.0,37.2900390625
AVGO,_NaiveModel,374.4500122070313,370.8299865722656,2026-07-17 00:00:00,0.0,-3.620025634765682,0.0,-0.0096675804960695,False,2026-07-17,False,False,3.62,13.1046,3.62,0.0098,,1.0,3.620025634765682
BRK-B,_NaiveModel,493.1199951171875,490.9100036621094,2026-07-17 00:00:00,0.0,-2.209991455078125,0.0,-0.0044816504643112,False,2026-07-17,False,False,2.21,4.8841,2.21,0.0045,,1.0,2.209991455078125
CAT,_NaiveModel,877.1699829101562,880.280029296875,2026-07-17 00:00:00,0.0,3.11004638671875,0.0,0.0035455458432362,False,2026-07-17,False,False,3.11,9.6724,3.11,0.0035,,1.0,-3.11004638671875
COST,_NaiveModel,945.5700073242188,940.8699951171876,2026-07-17 00:00:00,0.0,-4.700012207031136,0.0,-0.0049705597371169,False,2026-07-17,False,False,4.7,22.0901,4.7,0.005,,1.0,4.700012207031136
CRM,_NaiveModel,172.67999267578125,170.77000427246094,2026-07-17 00:00:00,0.0,-1.9099884033203125,0.0,-0.0110608552486242,False,2026-07-17,False,False,1.91,3.6481,1.91,0.0112,,1.0,1.9099884033203125
GOOGL,_NaiveModel,354.4599914550781,346.7699890136719,2026-07-17 00:00:00,0.0,-7.69000244140625,0.0,-0.0216949800451056,False,2026-07-17,False,False,7.69,59.1361,7.69,0.0222,,1.0,7.69000244140625
JNJ,_NaiveModel,249.97000122070312,253.0399932861328,2026-07-17 00:00:00,0.0,3.0699920654296875,0.0,0.0122814419747877,False,2026-07-17,False,False,3.07,9.4249,3.07,0.0121,,1.0,-3.0699920654296875
JPM,_NaiveModel,343.1499938964844,341.1000061035156,2026-07-17 00:00:00,0.0,-2.04998779296875,0.0,-0.0059740283532895,False,2026-07-17,False,False,2.05,4.2024,2.05,0.006,,1.0,2.04998779296875
LLY,_NaiveModel,1169.1700439453125,1179.1099853515625,2026-07-17 00:00:00,0.0,9.93994140625,0.0,0.0085017072219094,False,2026-07-17,False,False,9.9399,98.8024,9.9399,0.0084,,1.0,-9.93994140625
LMT,_NaiveModel,513.52001953125,508.7699890136719,2026-07-17 00:00:00,0.0,-4.750030517578125,0.0,-0.009249942235775,False,2026-07-17,False,False,4.75,22.5628,4.75,0.0093,,1.0,4.750030517578125
MA,_NaiveModel,551.5399780273438,543.5999755859375,2026-07-17 00:00:00,0.0,-7.94000244140625,0.0,-0.0143960596832975,False,2026-07-17,False,False,7.94,63.0436,7.94,0.0146,,1.0,7.94000244140625
MCD,_NaiveModel,273.4599914550781,267.7099914550781,2026-07-17 00:00:00,0.0,-5.75,0.0,-0.0210268418769572,False,2026-07-17,False,False,5.75,33.0625,5.75,0.0215,,1.0,5.75
META,_NaiveModel,664.5399780273438,646.010009765625,2026-07-17 00:00:00,0.0,-18.52996826171875,0.0,-0.0278839029620521,False,2026-07-17,False,False,18.53,343.3597,18.53,0.0287,,1.0,18.52996826171875
MRK,_NaiveModel,127.62999725341795,127.5,2026-07-17 00:00:00,0.0,-0.1299972534179545,0.0,-0.0010185478039291,False,2026-07-17,False,False,0.13,0.0169,0.13,0.001,,1.0,0.12999725341795454
MSFT,_NaiveModel,401.1000061035156,393.8200073242188,2026-07-17 00:00:00,0.0,-7.279998779296818,0.0,-0.0181500839404574,False,2026-07-17,False,False,7.28,52.9984,7.28,0.0185,,1.0,7.279998779296818
NEE,_NaiveModel,89.3499984741211,88.80000305175781,2026-07-17 00:00:00,0.0,-0.5499954223632812,0.0,-0.0061555168635238,False,2026-07-17,False,False,0.55,0.3025,0.55,0.0062,,1.0,0.5499954223632812
NVDA,_NaiveModel,207.3999938964844,202.8099975585937,2026-07-17 00:00:00,0.0,-4.589996337890682,0.0,-0.0221311305350452,False,2026-07-17,False,False,4.59,21.0681,4.59,0.0226,,1.0,4.58999633789071
ORCL,_NaiveModel,124.20999908447266,126.41000366210938,2026-07-17 00:00:00,0.0,2.2000045776367188,0.0,0.0177119764419331,False,2026-07-17,False,False,2.2,4.84,2.2,0.0174,,1.0,-2.2000045776367188
PG,_NaiveModel,151.5,149.97999572753906,2026-07-17 00:00:00,0.0,-1.5200042724609375,0.0,-0.0100330315013923,False,2026-07-17,False,False,1.52,2.3104,1.52,0.0101,,1.0,1.5200042724609375
PLTR,_NaiveModel,134.44000244140625,132.3800048828125,2026-07-17 00:00:00,0.0,-2.05999755859375,0.0,-0.0153228021510306,False,2026-07-17,False,False,2.06,4.2436,2.06,0.0156,,1.0,2.05999755859375
TSLA,_NaiveModel,391.05999755859375,380.8399963378906,2026-07-17 00:00:00,0.0,-10.220001220703123,0.0,-0.0261341003541837,False,2026-07-17,False,False,10.22,104.4484,10.22,0.0268,,1.0,10.220001220703125
TSM,_NaiveModel,409.739990234375,398.3699951171875,2026-07-17 00:00:00,0.0,-11.3699951171875,0.0,-0.0277492931814728,False,2026-07-17,False,False,11.37,129.2768,11.37,0.0285,,1.0,11.3699951171875
UNH,_NaiveModel,423.3800048828125,426.0899963378906,2026-07-17 00:00:00,0.0,2.709991455078125,0.0,0.0064008489390712,False,2026-07-17,False,False,2.71,7.3441,2.71,0.0064,,1.0,-2.709991455078125
V,_NaiveModel,365.1400146484375,358.5599975585937,2026-07-17 00:00:00,0.0,-6.580017089843807,0.0,-0.0180205313739146,False,2026-07-17,False,False,6.58,43.2966,6.58,0.0184,,1.0,6.580017089843807
WMT,_NaiveModel,114.9499969482422,114.23999786376952,2026-07-17 00:00:00,0.0,-0.7099990844726847,0.0,-0.0061765907205058,False,2026-07-17,False,False,0.71,0.5041,0.71,0.0062,,1.0,0.7099990844726847
XOM,_NaiveModel,145.9499969482422,147.36000061035156,2026-07-17 00:00:00,0.0,1.410003662109375,0.0,0.0096608680479068,False,2026-07-17,False,False,1.41,1.9881,1.41,0.0096,,1.0,-1.410003662109375
AAPL,_NaiveModel,327.5,333.260009765625,2026-07-16 00:00:00,0.0,5.760009765625,0.0,0.0175878160782442,False,2026-07-16,False,False,5.76,33.1777,5.76,0.0173,,1.0,-5.760009765625
AMD,_NaiveModel,529.1400146484375,500.9400024414063,2026-07-16 00:00:00,0.0,-28.200012207031197,0.0,-0.0532940458599929,False,2026-07-16,False,False,28.2,795.2407,28.2,0.0563,,1.0,28.200012207031193
AMZN,_NaiveModel,254.9600067138672,249.88999938964844,2026-07-16 00:00:00,0.0,-5.07000732421875,0.0,-0.0198855004342255,False,2026-07-16,False,False,5.07,25.705,5.07,0.0203,,1.0,5.07000732421875
ASML,_NaiveModel,1815.27001953125,1784.8699951171875,2026-07-16 00:00:00,0.0,-30.4000244140625,0.0,-0.0167468333013688,False,2026-07-16,False,False,30.4,924.1615,30.4,0.017,,1.0,30.4000244140625
AVGO,_NaiveModel,394.2799987792969,374.4500122070313,2026-07-16 00:00:00,0.0,-19.829986572265568,0.0,-0.0502941732617932,False,2026-07-16,False,False,19.83,393.2284,19.83,0.053,,1.0,19.829986572265568
BRK-B,_NaiveModel,488.3500061035156,493.1199951171875,2026-07-16 00:00:00,0.0,4.769989013671875,0.0,0.009767562105161,False,2026-07-16,False,False,4.77,22.7528,4.77,0.0097,,1.0,-4.769989013671875
CAT,_NaiveModel,914.2999877929688,877.1699829101562,2026-07-16 00:00:00,0.0,-37.1300048828125,0.0,-0.0406103088467065,False,2026-07-16,False,False,37.13,1378.6373,37.13,0.0423,,1.0,37.1300048828125
COST,_NaiveModel,916.5399780273438,945.5700073242188,2026-07-16 00:00:00,0.0,29.030029296875,0.0,0.0316735003304012,False,2026-07-16,False,False,29.03,842.7426,29.03,0.0307,,1.0,-29.030029296875
CRM,_NaiveModel,167.0,172.67999267578125,2026-07-16 00:00:00,0.0,5.67999267578125,0.0,0.0340119321903068,False,2026-07-16,False,False,5.68,32.2623,5.68,0.0329,,1.0,-5.67999267578125
GOOGL,_NaiveModel,370.9200134277344,354.4599914550781,2026-07-16 00:00:00,0.0,-16.46002197265625,0.0,-0.0443762034314255,False,2026-07-16,False,False,16.46,270.9323,16.46,0.0464,,1.0,16.46002197265625
JNJ,_NaiveModel,247.0200042724609,249.97000122070312,2026-07-16 00:00:00,0.0,2.949996948242216,0.0,0.0119423402850742,False,2026-07-16,False,False,2.95,8.7025,2.95,0.0118,,1.0,-2.949996948242216
JPM,_NaiveModel,346.9100036621094,343.1499938964844,2026-07-16 00:00:00,0.0,-3.760009765625,0.0,-0.0108385740564784,False,2026-07-16,False,False,3.76,14.1377,3.76,0.011,,1.0,3.760009765625
LLY,_NaiveModel,1156.6300048828125,1169.1700439453125,2026-07-16 00:00:00,0.0,12.5400390625,0.0,0.010841875975516,False,2026-07-16,False,False,12.54,157.2526,12.54,0.0107,,1.0,-12.5400390625
LMT,_NaiveModel,514.4600219726562,513.52001953125,2026-07-16 00:00:00,0.0,-0.94000244140625,0.0,-0.001827163241571,False,2026-07-16,False,False,0.94,0.8836,0.94,0.0018,,1.0,0.94000244140625
MA,_NaiveModel,535.2100219726562,551.5399780273438,2026-07-16 00:00:00,0.0,16.3299560546875,0.0,0.0305113046921266,False,2026-07-16,False,False,16.33,266.6675,16.33,0.0296,,1.0,-16.3299560546875
MCD,_NaiveModel,264.95001220703125,273.4599914550781,2026-07-16 00:00:00,0.0,8.509979248046875,0.0,0.0321191879825134,False,2026-07-16,False,False,8.51,72.4197,8.51,0.0311,,1.0,-8.509979248046875
META,_NaiveModel,681.3099975585938,664.5399780273438,2026-07-16 00:00:00,0.0,-16.77001953125,0.0,-0.0246143746478749,False,2026-07-16,False,False,16.77,281.2336,16.77,0.0252,,1.0,16.77001953125
MRK,_NaiveModel,123.61000061035156,127.62999725341795,2026-07-16 00:00:00,0.0,4.019996643066392,0.0,0.0325216133259184,False,2026-07-16,False,False,4.02,16.1604,4.02,0.0315,,1.0,-4.019996643066392
MSFT,_NaiveModel,395.6300048828125,401.1000061035156,2026-07-16 00:00:00,0.0,5.470001220703125,0.0,0.0138260525066175,False,2026-07-16,False,False,5.47,29.9209,5.47,0.0136,,1.0,-5.470001220703125
NEE,_NaiveModel,89.0999984741211,89.3499984741211,2026-07-16 00:00:00,0.0,0.25,0.0,0.0028058361872207,False,2026-07-16,False,False,0.25,0.0625,0.25,0.0028,,1.0,-0.25
NVDA,_NaiveModel,212.5,207.3999938964844,2026-07-16 00:00:00,0.0,-5.100006103515597,0.0,-0.0240000287224263,False,2026-07-16,False,False,5.1,26.0101,5.1,0.0246,,1.0,5.100006103515597
ORCL,_NaiveModel,132.49000549316406,124.20999908447266,2026-07-16 00:00:00,0.0,-8.280006408691406,0.0,-0.0624953284428584,False,2026-07-16,False,False,8.28,68.5585,8.28,0.0667,,1.0,8.280006408691406
PG,_NaiveModel,148.0500030517578,151.5,2026-07-16 00:00:00,0.0,3.4499969482421875,0.0,0.0233029171031903,False,2026-07-16,False,False,3.45,11.9025,3.45,0.0228,,1.0,-3.4499969482421875
PLTR,_NaiveModel,133.75999450683594,134.44000244140625,2026-07-16 00:00:00,0.0,0.6800079345703125,0.0,0.005083791585649,False,2026-07-16,False,False,0.68,0.4624,0.68,0.0051,,1.0,-0.6800079345703125
TSLA,_NaiveModel,394.4599914550781,391.05999755859375,2026-07-16 00:00:00,0.0,-3.399993896484375,0.0,-0.0086193631043354,False,2026-07-16,False,False,3.4,11.56,3.4,0.0087,,1.0,3.399993896484375
TSM,_NaiveModel,419.4800109863281,409.739990234375,2026-07-16 00:00:00,0.0,-9.740020751953123,0.0,-0.023219272663437,False,2026-07-16,False,False,9.74,94.868,9.74,0.0238,,1.0,9.740020751953125
UNH,_NaiveModel,418.5199890136719,423.3800048828125,2026-07-16 00:00:00,0.0,4.860015869140625,0.0,0.0116123864969848,False,2026-07-16,False,False,4.86,23.6198,4.86,0.0115,,1.0,-4.860015869140625
V,_NaiveModel,355.1400146484375,365.1400146484375,2026-07-16 00:00:00,0.0,10.0,0.0,0.028157908395367,False,2026-07-16,False,False,10.0,100.0,10.0,0.0274,,1.0,-10.0
WMT,_NaiveModel,112.52999877929688,114.9499969482422,2026-07-16 00:00:00,0.0,2.4199981689453267,0.0,0.0215053603056694,False,2026-07-16,False,False,2.42,5.8564,2.42,0.0211,,1.0,-2.4199981689453267
XOM,_NaiveModel,144.50999450683594,145.9499969482422,2026-07-16 00:00:00,0.0,1.44000244140625,0.0,0.0099647255978418,False,2026-07-16,False,False,1.44,2.0736,1.44,0.0099,,1.0,-1.44000244140625
AAPL,_NaiveModel,315.32000732421875,317.3099975585937,2026-07-13 00:00:00,0.0,1.9899902343749432,0.0,0.006311017975871,False,2026-07-13,False,False,1.99,3.9601,1.99,0.0063,,1.0,-1.9899902343749432
AMD,_NaiveModel,557.8900146484375,534.3900146484375,2026-07-13 00:00:00,0.0,-23.5,0.0,-0.0421229980515225,False,2026-07-13,False,False,23.5,552.25,23.5,0.044,,1.0,23.5
AMZN,_NaiveModel,245.33999633789065,247.3099975585937,2026-07-13 00:00:00,0.0,1.970001220703068,0.0,0.008029678202122,False,2026-07-13,False,False,1.97,3.8809,1.97,0.008,,1.0,-1.9700012207030397
ASML,_NaiveModel,1797.3199462890625,1726.0400390625,2026-07-13 00:00:00,0.0,-71.2799072265625,0.0,-0.0396589974832998,False,2026-07-13,False,False,71.2799,5080.8252,71.2799,0.0413,,1.0,71.2799072265625
AVGO,_NaiveModel,399.9700012207031,384.0499877929688,2026-07-13 00:00:00,0.0,-15.920013427734318,0.0,-0.0398030186742671,False,2026-07-13,False,False,15.92,253.4468,15.92,0.0415,,1.0,15.920013427734318
BRK-B,_NaiveModel,493.7099914550781,496.8500061035156,2026-07-13 00:00:00,0.0,3.1400146484375,0.0,0.0063600386923164,False,2026-07-13,False,False,3.14,9.8597,3.14,0.0063,,1.0,-3.1400146484375
CAT,_NaiveModel,952.4099731445312,931.469970703125,2026-07-13 00:00:00,0.0,-20.94000244140625,0.0,-0.0219863326003081,False,2026-07-13,False,False,20.94,438.4837,20.94,0.0225,,1.0,20.94000244140625
COST,_NaiveModel,916.25,926.4299926757812,2026-07-13 00:00:00,0.0,10.17999267578125,0.0,0.0111104967812073,False,2026-07-13,False,False,10.18,103.6323,10.18,0.011,,1.0,-10.17999267578125
CRM,_NaiveModel,163.32000732421875,171.22000122070312,2026-07-13 00:00:00,0.0,7.899993896484375,0.0,0.0483712560752064,False,2026-07-13,False,False,7.9,62.4099,7.9,0.0461,,1.0,-7.899993896484375
GOOGL,_NaiveModel,357.17999267578125,352.510009765625,2026-07-13 00:00:00,0.0,-4.66998291015625,0.0,-0.0130745926589322,False,2026-07-13,False,False,4.67,21.8087,4.67,0.0132,,1.0,4.66998291015625
JNJ,_NaiveModel,256.9800109863281,257.7699890136719,2026-07-13 00:00:00,0.0,0.78997802734375,0.0,0.0030740835612532,False,2026-07-13,False,False,0.79,0.6241,0.79,0.0031,,1.0,-0.78997802734375
JPM,_NaiveModel,336.4700012207031,334.5299987792969,2026-07-13 00:00:00,0.0,-1.94000244140625,0.0,-0.0057657515807292,False,2026-07-13,False,False,1.94,3.7636,1.94,0.0058,,1.0,1.94000244140625
LLY,_NaiveModel,1188.5799560546875,1181.8699951171875,2026-07-13 00:00:00,0.0,-6.7099609375,0.0,-0.0056453593242247,False,2026-07-13,False,False,6.71,45.0236,6.71,0.0057,,1.0,6.7099609375
LMT,_NaiveModel,523.219970703125,520.6799926757812,2026-07-13 00:00:00,0.0,-2.53997802734375,0.0,-0.0048545127662662,False,2026-07-13,False,False,2.54,6.4515,2.54,0.0049,,1.0,2.53997802734375
MA,_NaiveModel,526.739990234375,537.7000122070312,2026-07-13 00:00:00,0.0,10.96002197265625,0.0,0.0208072714733118,False,2026-07-13,False,False,10.96,120.1221,10.96,0.0204,,1.0,-10.96002197265625
MCD,_NaiveModel,274.6000061035156,272.6099853515625,2026-07-13 00:00:00,0.0,-1.990020751953125,0.0,-0.0072469799989842,False,2026-07-13,False,False,1.99,3.9602,1.99,0.0073,,1.0,1.990020751953125
META,_NaiveModel,669.2100219726562,656.72998046875,2026-07-13 00:00:00,0.0,-12.48004150390625,0.0,-0.0186489160265686,False,2026-07-13,False,False,12.48,155.7514,12.48,0.019,,1.0,12.48004150390625
MRK,_NaiveModel,123.54000091552734,124.02999877929688,2026-07-13 00:00:00,0.0,0.4899978637695312,0.0,0.0039663093746014,False,2026-07-13,False,False,0.49,0.2401,0.49,0.004,,1.0,-0.48999786376953125
MSFT,_NaiveModel,385.1000061035156,390.989990234375,2026-07-13 00:00:00,0.0,5.889984130859375,0.0,0.0152946871916593,False,2026-07-13,False,False,5.89,34.6919,5.89,0.0151,,1.0,-5.889984130859375
NEE,_NaiveModel,87.95999908447266,88.37999725341797,2026-07-13 00:00:00,0.0,0.4199981689453125,0.0,0.0047748769135611,False,2026-07-13,False,False,0.42,0.1764,0.42,0.0048,,1.0,-0.4199981689453125
NVDA,_NaiveModel,210.9600067138672,203.52999877929688,2026-07-13 00:00:00,0.0,-7.430007934570312,0.0,-0.0352199834002086,False,2026-07-13,False,False,7.43,55.205,7.43,0.0365,,1.0,7.4300079345703125
ORCL,_NaiveModel,140.63999938964844,131.5399932861328,2026-07-13 00:00:00,0.0,-9.100006103515623,0.0,-0.0647042530077358,False,2026-07-13,False,False,9.1,82.8101,9.1,0.0692,,1.0,9.100006103515625
PG,_NaiveModel,147.0399932861328,148.3699951171875,2026-07-13 00:00:00,0.0,1.3300018310546875,0.0,0.0090451706459654,False,2026-07-13,False,False,1.33,1.7689,1.33,0.009,,1.0,-1.3300018310546875
PLTR,_NaiveModel,126.79000091552734,130.0399932861328,2026-07-13 00:00:00,0.0,3.2499923706054688,0.0,0.0256328759928848,False,2026-07-13,False,False,3.25,10.5625,3.25,0.025,,1.0,-3.2499923706054688
TSLA,_NaiveModel,407.760009765625,394.760009765625,2026-07-13 00:00:00,0.0,-13.0,0.0,-0.0318814981573897,False,2026-07-13,False,False,13.0,169.0,13.0,0.0329,,1.0,13.0
TSM,_NaiveModel,434.1099853515625,421.5799865722656,2026-07-13 00:00:00,0.0,-12.529998779296877,0.0,-0.0288636502317482,False,2026-07-13,False,False,12.53,157.0009,12.53,0.0297,,1.0,12.529998779296875
UNH,_NaiveModel,424.6199951171875,429.0899963378906,2026-07-13 00:00:00,0.0,4.470001220703125,0.0,0.0105270624843502,False,2026-07-13,False,False,4.47,19.9809,4.47,0.0104,,1.0,-4.470001220703125
V,_NaiveModel,348.9700012207031,357.75,2026-07-13 00:00:00,0.0,8.779998779296875,0.0,0.025159752266912,False,2026-07-13,False,False,8.78,77.0884,8.78,0.0245,,1.0,-8.779998779296875
WMT,_NaiveModel,113.9000015258789,114.77999877929688,2026-07-13 00:00:00,0.0,0.8799972534179688,0.0,0.0077260512873481,False,2026-07-13,False,False,0.88,0.7744,0.88,0.0077,,1.0,-0.8799972534179688
XOM,_NaiveModel,138.8800048828125,144.50999450683594,2026-07-13 00:00:00,0.0,5.6299896240234375,0.0,0.0405385183329597,False,2026-07-13,False,False,5.63,31.6968,5.63,0.039,,1.0,-5.6299896240234375
AAPL,_NaiveModel,316.2200012207031,315.32000732421875,2026-07-10 00:00:00,0.0,-0.899993896484375,0.0,-0.0028461004775476,False,2026-07-10,False,False,0.9,0.81,0.9,0.0029,,1.0,0.899993896484375
AMD,_NaiveModel,546.719970703125,557.8900146484375,2026-07-10 00:00:00,0.0,11.1700439453125,0.0,0.0204310150422106,False,2026-07-10,False,False,11.17,124.7699,11.17,0.02,,1.0,-11.1700439453125
AMZN,_NaiveModel,247.0399932861328,245.33999633789065,2026-07-10 00:00:00,0.0,-1.699996948242159,0.0,-0.0068814645176627,False,2026-07-10,False,False,1.7,2.89,1.7,0.0069,,1.0,1.699996948242159
ASML,_NaiveModel,1804.25,1797.3199462890625,2026-07-10 00:00:00,0.0,-6.9300537109375,0.0,-0.003840960903942,False,2026-07-10,False,False,6.9301,48.0256,6.9301,0.0039,,1.0,6.9300537109375
AVGO,_NaiveModel,401.1099853515625,399.9700012207031,2026-07-10 00:00:00,0.0,-1.139984130859375,0.0,-0.0028420736767752,False,2026-07-10,False,False,1.14,1.2996,1.14,0.0029,,1.0,1.139984130859375
BRK-B,_NaiveModel,495.4500122070313,493.7099914550781,2026-07-10 00:00:00,0.0,-1.7400207519531818,0.0,-0.0035120006238411,False,2026-07-10,False,False,1.74,3.0277,1.74,0.0035,,1.0,1.7400207519531818
CAT,_NaiveModel,938.3900146484376,952.4099731445312,2026-07-10 00:00:00,0.0,14.019958496093636,0.0,0.0149404387059107,False,2026-07-10,False,False,14.02,196.5592,14.02,0.0147,,1.0,-14.019958496093636
COST,_NaiveModel,912.969970703125,916.25,2026-07-10 00:00:00,0.0,3.280029296875,0.0,0.0035927022817069,False,2026-07-10,False,False,3.28,10.7586,3.28,0.0036,,1.0,-3.280029296875
CRM,_NaiveModel,162.5,163.32000732421875,2026-07-10 00:00:00,0.0,0.82000732421875,0.0,0.0050461989182692,False,2026-07-10,False,False,0.82,0.6724,0.82,0.005,,1.0,-0.82000732421875
GOOGL,_NaiveModel,358.8900146484375,357.17999267578125,2026-07-10 00:00:00,0.0,-1.71002197265625,0.0,-0.0047647521604393,False,2026-07-10,False,False,1.71,2.9242,1.71,0.0048,,1.0,1.71002197265625
JNJ,_NaiveModel,259.1000061035156,256.9800109863281,2026-07-10 00:00:00,0.0,-2.1199951171875,0.0,-0.0081821500086747,False,2026-07-10,False,False,2.12,4.4944,2.12,0.0082,,1.0,2.1199951171875
JPM,_NaiveModel,335.4700012207031,336.4700012207031,2026-07-10 00:00:00,0.0,1.0,0.0,0.0029808924683614,False,2026-07-10,False,False,1.0,1.0,1.0,0.003,,1.0,-1.0
LLY,_NaiveModel,1216.949951171875,1188.5799560546875,2026-07-10 00:00:00,0.0,-28.3699951171875,0.0,-0.0233123762319627,False,2026-07-10,False,False,28.37,804.8566,28.37,0.0239,,1.0,28.3699951171875
LMT,_NaiveModel,518.260009765625,523.219970703125,2026-07-10 00:00:00,0.0,4.9599609375,0.0,0.0095704103037837,False,2026-07-10,False,False,4.96,24.6012,4.96,0.0095,,1.0,-4.9599609375
MA,_NaiveModel,523.2000122070312,526.739990234375,2026-07-10 00:00:00,0.0,3.53997802734375,0.0,0.0067660128913433,False,2026-07-10,False,False,3.54,12.5314,3.54,0.0067,,1.0,-3.53997802734375
MCD,_NaiveModel,276.489990234375,274.6000061035156,2026-07-10 00:00:00,0.0,-1.889984130859375,0.0,-0.0068356331064906,False,2026-07-10,False,False,1.89,3.572,1.89,0.0069,,1.0,1.889984130859375
META,_NaiveModel,631.47998046875,669.2100219726562,2026-07-10 00:00:00,0.0,37.73004150390625,0.0,0.059748594842071,False,2026-07-10,False,False,37.73,1423.556,37.73,0.0564,,1.0,-37.73004150390625
MRK,_NaiveModel,125.06999969482422,123.54000091552734,2026-07-10 00:00:00,0.0,-1.529998779296875,0.0,-0.0122331397060057,False,2026-07-10,False,False,1.53,2.3409,1.53,0.0124,,1.0,1.529998779296875
MSFT,_NaiveModel,384.3599853515625,385.1000061035156,2026-07-10 00:00:00,0.0,0.740020751953125,0.0,0.0019253324491524,False,2026-07-10,False,False,0.74,0.5476,0.74,0.0019,,1.0,-0.740020751953125
NEE,_NaiveModel,87.0999984741211,87.95999908447266,2026-07-10 00:00:00,0.0,0.8600006103515625,0.0,0.0098737155616263,False,2026-07-10,False,False,0.86,0.7396,0.86,0.0098,,1.0,-0.8600006103515625
NVDA,_NaiveModel,202.77999877929688,210.9600067138672,2026-07-10 00:00:00,0.0,8.180007934570312,0.0,0.0403393233248478,False,2026-07-10,False,False,8.18,66.9125,8.18,0.0388,,1.0,-8.180007934570312
ORCL,_NaiveModel,144.22000122070312,140.63999938964844,2026-07-10 00:00:00,0.0,-3.5800018310546875,0.0,-0.0248231992841002,False,2026-07-10,False,False,3.58,12.8164,3.58,0.0255,,1.0,3.5800018310546875
PG,_NaiveModel,146.85000610351562,147.0399932861328,2026-07-10 00:00:00,0.0,0.1899871826171875,0.0,0.0012937499129776,False,2026-07-10,False,False,0.19,0.0361,0.19,0.0013,,1.0,-0.1899871826171875
PLTR,_NaiveModel,129.0399932861328,126.79000091552734,2026-07-10 00:00:00,0.0,-2.2499923706054688,0.0,-0.0174363955957153,False,2026-07-10,False,False,2.25,5.0625,2.25,0.0177,,1.0,2.2499923706054688
TSLA,_NaiveModel,406.5499877929688,407.760009765625,2026-07-10 00:00:00,0.0,1.2100219726561932,0.0,0.0029763178181975,False,2026-07-10,False,False,1.21,1.4642,1.21,0.003,,1.0,-1.2100219726561932
TSM,_NaiveModel,436.9599914550781,434.1099853515625,2026-07-10 00:00:00,0.0,-2.850006103515625,0.0,-0.0065223502362884,False,2026-07-10,False,False,2.85,8.1225,2.85,0.0066,,1.0,2.850006103515625
UNH,_NaiveModel,431.6799926757813,424.6199951171875,2026-07-10 00:00:00,0.0,-7.059997558593807,0.0,-0.0163547018124055,False,2026-07-10,False,False,7.06,49.8436,7.06,0.0166,,1.0,7.059997558593807
V,_NaiveModel,348.20001220703125,348.9700012207031,2026-07-10 00:00:00,0.0,0.769989013671875,0.0,0.0022113411449683,False,2026-07-10,False,False,0.77,0.5929,0.77,0.0022,,1.0,-0.769989013671875
WMT,_NaiveModel,112.20999908447266,113.9000015258789,2026-07-10 00:00:00,0.0,1.69000244140625,0.0,0.015061068132921,False,2026-07-10,False,False,1.69,2.8561,1.69,0.0148,,1.0,-1.69000244140625
XOM,_NaiveModel,137.4600067138672,138.8800048828125,2026-07-10 00:00:00,0.0,1.4199981689453125,0.0,0.0103302640738345,False,2026-07-10,False,False,1.42,2.0164,1.42,0.0102,,1.0,-1.4199981689453125
AAPL,_NaiveModel,312.6600036621094,310.6600036621094,2026-07-07 00:00:00,0.0,-2.0,0.0,-0.0063967248019397,False,2026-07-07,False,False,2.0,4.0,2.0,0.0064,,1.0,2.0
AMD,_NaiveModel,552.0499877929688,516.1099853515625,2026-07-07 00:00:00,0.0,-35.94000244140625,0.0,-0.0651028045215437,False,2026-07-07,False,False,35.94,1291.6838,35.94,0.0696,,1.0,35.94000244140625
AMZN,_NaiveModel,244.1600036621093,245.97999572753903,2026-07-07 00:00:00,-2.8421709430404014e-14,1.8199920654296875,-1.164060820941686e-16,0.0074540958311434,False,2026-07-07,False,False,1.82,3.3124,1.82,0.0074,,1.0,-1.8199920654297443
ASML,_NaiveModel,1825.0699462890625,1747.280029296875,2026-07-07 00:00:00,0.0,-77.7899169921875,0.0,-0.0426229784509677,False,2026-07-07,False,False,77.7899,6051.2712,77.7899,0.0445,,1.0,77.7899169921875
AVGO,_NaiveModel,373.8999938964844,370.7799987792969,2026-07-07 00:00:00,0.0,-3.1199951171875,0.0,-0.0083444642099975,False,2026-07-07,False,False,3.12,9.7344,3.12,0.0084,,1.0,3.1199951171875
BRK-B,_NaiveModel,506.5799865722656,504.0,2026-07-07 00:00:00,0.0,-2.579986572265625,0.0,-0.0050929500585344,False,2026-07-07,False,False,2.58,6.6563,2.58,0.0051,,1.0,2.579986572265625
CAT,_NaiveModel,969.9199829101562,940.1199951171876,2026-07-07 00:00:00,0.0,-29.79998779296864,0.0,-0.0307241713935581,False,2026-07-07,False,False,29.8,888.0393,29.8,0.0317,,1.0,29.799987792968636
